ID;N_VICTIMAS;FECHA;AAAA;MES;DIA;HORA;LUGAR_DEL_HECHO;TIPO_DE_CALLE;Calle;pos x;pos y;Rango Horario;Tipo de Incidente;PARTICIPANTES;VICTIMA;ACUSADO;ROL_VICTIMA;SEXO_VICTIMA;EDAD_VICTIMA;FECHA_FALLECIMIENTO;Semestre;DiaDeLaSemana;COMUNA;Rango Horario Asignado
"2018-0094";1;2018-08-23 00:00:00,000;2018;"8";23;1899-12-30 05:35:00,000;"Salguero, Jeronimo y Beruti";"CALLE";"SALGUERO, JERONIMO";"-58.41169020";"-34.58579880";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"32";"2018-08-23 00:00:00";"Segundo Semestre";"jueves";14;"4:00 - 6:00"
"2018-0104";1;2018-10-01 00:00:00,000;2018;"10";1;1899-12-30 08:58:00,000;"AU Frondizi 9 de Julio Sur y Av. Suarez";"AUTOPISTA";"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI";"-58.37709334";"-34.64035082";"Mañana";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"22";"2018-10-01 00:00:00";"Segundo Semestre";"lunes";4;"8:00 - 10:00"
"2018-0106";1;2018-10-04 00:00:00,000;2018;"10";4;1899-12-30 22:02:00,000;"Figueroa Alcorta, Pres. Av. y Echeverria";"AVENIDA";"FIGUEROA ALCORTA, PRES. AV.";"-58.43674281";"-34.55161027";"Noche";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"27";"2018-10-04 00:00:00";"Segundo Semestre";"jueves";13;"22:00 - 0:00"
"2018-0111";1;2018-10-19 00:00:00,000;2018;"10";19;1899-12-30 12:13:00,000;"AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO";"AUTOPISTA";"AUTOPISTA PERITO MORENO";"-58.46958442";"-34.64949724";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"28";"2018-10-19 00:00:00";"Segundo Semestre";"viernes";9;"12:00 - 14:00"
"2018-0113";1;2018-10-25 00:00:00,000;2018;"10";25;1899-12-30 11:00:00,000;"Artigas, Jose Gervasio, Gral. y Tres Arroyos";"CALLE";"ARTIGAS, JOSE GERVASIO, GRAL.";"-58.47152163";"-34.61474911";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"20";"2018-10-25 00:00:00";"Segundo Semestre";"jueves";11;"10:00 - 12:00"
"2018-0117";1;2018-11-04 00:00:00,000;2018;"11";4;1899-12-30 08:15:00,000;"Av. Eva Perón 5321";"AVENIDA";"PERON, EVA AV.";"-58.48266599";"-34.66012327";"Mañana";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"30";"2018-11-08 00:00:00";"Segundo Semestre";"domingo";9;"8:00 - 10:00"
"2018-0127";1;2018-11-19 00:00:00,000;2018;"11";19;1899-12-30 09:14:00,000;"Av. Gral. Paz y Av. de los Constituyentes";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.50993046";"-34.56919739";"Mañana";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"29";"2018-11-19 00:00:00";"Segundo Semestre";"lunes";12;"8:00 - 10:00"
"2018-0129";1;2018-11-28 00:00:00,000;2018;"11";28;1899-12-30 04:01:00,000;"Newbery, Jorge Av. y Guevara";"AVENIDA";"NEWBERY, JORGE AV.";"-58.45021367";"-34.58695347";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"37";"2018-11-30 00:00:00";"Segundo Semestre";"miércoles";15;"4:00 - 6:00"
"2018-0130";1;2018-12-03 00:00:00,000;2018;"12";3;1899-12-30 03:00:00,000;"Gaona Av. y Segurola Av.";"AVENIDA";"GAONA AV.";"-58.49022072";"-34.62770192";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"SD";"2018-12-03 00:00:00";"Segundo Semestre";"lunes";10;"2:00 - 4:00"
"2018-0131";1;2018-12-07 00:00:00,000;2018;"12";7;1899-12-30 19:10:00,000;"Madero, Eduardo Av. 550";"AVENIDA";"MADERO, EDUARDO AV.";"-58.36860866";"-34.60106568";"Noche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"29";"2018-12-07 00:00:00";"Segundo Semestre";"viernes";1;"18:00 - 20:00"
"2019-0001";1;2019-01-08 00:00:00,000;2019;"1";8;1899-12-30 08:30:00,000;"CASTILLO, RAMON S., PRES. AV. Y CALLE 12";"AVENIDA";"CASTILLO, RAMON S., PRES. AV.";"-58.38526125";"-34.57805810";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"25";"2019-01-08 00:00:00";"Primer Semestre";"martes";2;"8:00 - 10:00"
"2019-0005";1;2019-01-19 00:00:00,000;2019;"1";19;1899-12-30 12:00:00,000;"JUSTO, JUAN B. AV. Y ALVAREZ JONTE AV.";"AVENIDA";"JUSTO, JUAN B. AV.";"-58.52108101";"-34.63382309";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"43";"2019-01-19 00:00:00";"Primer Semestre";"sábado";10;"12:00 - 14:00"
"2019-0008";1;2019-01-30 00:00:00,000;2019;"1";30;1899-12-30 22:45:00,000;"PAZ, GRAL. AV. 16080";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.47802293";"-34.69156793";"Noche";"Homicidio";"MULTIPLE";"MOTO";"MULTIPLE";"CONDUCTOR";"MASCULINO";"42";"2019-01-31 00:00:00";"Primer Semestre";"miércoles";8;"22:00 - 0:00"
"2019-0014";1;2019-02-20 00:00:00,000;2019;"2";20;1899-12-30 17:30:00,000;"LAMARCA, EMILIO 5402";"CALLE";"LAMARCA, EMILIO";"-58.51664939";"-34.58657938";"Tarde";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"69";"2019-02-20 00:00:00";"Primer Semestre";"miércoles";11;"16:00 - 18:00"
"2019-0016";1;2019-02-24 00:00:00,000;2019;"2";24;1899-12-30 02:00:00,000;"CARRILLO, RAMON, DR. Y FINOCHIETTO ENRIQUE DR.";"CALLE";"CARRILLO, RAMON, DR.";"-58.38313603";"-34.63356284";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"40";"2019-02-24 00:00:00";"Primer Semestre";"domingo";4;"2:00 - 4:00"
"2019-0029";1;2019-04-07 00:00:00,000;2019;"4";7;1899-12-30 10:15:00,000;"FERNANDEZ DE LA CRUZ, F. , GRAL. AV. Y LACARRA AV.";"AVENIDA";"FERNANDEZ DE LA CRUZ, F., GRAL. AV.";"-58.47976785";"-34.69153196";"Mañana";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"27";"2019-04-07 00:00:00";"Primer Semestre";"domingo";8;"10:00 - 12:00"
"2019-0030";1;2019-04-09 00:00:00,000;2019;"4";9;1899-12-30 16:00:00,000;"ALVAREZ, DONATO, TTE. GRAL. Y YERBAL";"CALLE";"ALVAREZ, DONATO, TTE. GRAL.";"-58.45457546";"-34.62447891";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"25";"2019-04-09 00:00:00";"Primer Semestre";"martes";7;"16:00 - 18:00"
"2019-0033";1;2019-04-18 00:00:00,000;2019;"4";18;1899-12-30 01:00:00,000;"AUTOPISTA 25 DE MAYO Y HUERGO, ING. AV.";"AUTOPISTA";"AUTOPISTA 25 DE MAYO";"-58.36607137";"-34.62150748";"Trasnoche";"Homicidio";"MOTO-SD";"MOTO";"SD";"CONDUCTOR";"MASCULINO";"25";"2019-04-18 00:00:00";"Primer Semestre";"jueves";1;"0:00 - 2:00"
"2019-0034";1;2019-04-21 00:00:00,000;2019;"4";21;1899-12-30 09:08:00,000;"MORENO, PERITO AV. 3050";"AVENIDA";"MORENO, PERITO AV.";"-58.45537373";"-34.65093074";"Mañana";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"SD";"2019-04-21 00:00:00";"Primer Semestre";"domingo";7;"8:00 - 10:00"
"2019-0040";1;2019-05-09 00:00:00,000;2019;"5";9;1899-12-30 12:45:00,000;"PUAN Y SANTANDER";"CALLE";"PUAN";"-58.44263580";"-34.63679732";"Tarde";"Homicidio";"MOTO-SD";"MOTO";"SD";"CONDUCTOR";"MASCULINO";"44";"2019-05-15 00:00:00";"Primer Semestre";"jueves";7;"12:00 - 14:00"
"2019-0045";1;2019-06-03 00:00:00,000;2019;"6";3;1899-12-30 07:27:00,000;"DEL LIBERTADOR AV. Y REPUBLICA DE LA INDIA";"AVENIDA";"DEL LIBERTADOR AV.";"-58.41316147";"-34.57579669";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"33";"2019-06-03 00:00:00";"Primer Semestre";"lunes";14;"6:00 - 8:00"
"2019-0048";1;2019-06-07 00:00:00,000;2019;"6";7;1899-12-30 07:00:00,000;"AVELLANEDA AV. 1548";"AVENIDA";"AVELLANEDA AV.";"-58.45322169";"-34.62038137";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"32";"2019-06-07 00:00:00";"Primer Semestre";"viernes";6;"6:00 - 8:00"
"2019-0050";1;2019-06-08 00:00:00,000;2019;"6";8;1899-12-30 23:35:00,000;"SALGUERO, JERONIMO Y HONDURAS AV.";"AVENIDA";"SALGUERO, JERONIMO";"-58.41829559";"-34.59411677";"Noche";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"21";"2019-06-09 00:00:00";"Primer Semestre";"sábado";14;"22:00 - 0:00"
"2019-0054";1;2019-06-20 00:00:00,000;2019;"6";20;1899-12-30 03:00:00,000;"GANDARA 2976";"CALLE";"GANDARA";"-58.48222035";"-34.58428769";"Trasnoche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"21";"2019-06-20 00:00:00";"Primer Semestre";"jueves";15;"2:00 - 4:00"
"2019-0055";1;2019-06-20 00:00:00,000;2019;"6";20;1899-12-30 19:45:00,000;"GUEVARA, TRINIDAD Y MADERO, EDUARDO AV.";"AVENIDA";"GUEVARA, TRINIDAD";"-58.36819005";"-34.60283208";"Noche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"47";"2019-06-21 00:00:00";"Primer Semestre";"jueves";1;"18:00 - 20:00"
"2019-0058";1;2019-07-10 00:00:00,000;2019;"7";10;1899-12-30 09:20:00,000;"AUTOPISTA PERITO MORENO ALTURA PASO A NIVEL DE IRIGOYEN";"AUTOPISTA";"AUTOPISTA PERITO MORENO";"-58.50622631";"-34.63627822";"Mañana";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"39";"2019-07-10 00:00:00";"Segundo Semestre";"miércoles";10;"8:00 - 10:00"
"2019-0059";1;2019-07-13 00:00:00,000;2019;"7";13;1899-12-30 22:35:00,000;"15 DE NOVIEMBRE DE 1889 Y SANTIAGO DEL ESTERO";"CALLE";"15 DE NOVIEMBRE DE 1889";"-58.38410880";"-34.63099197";"Noche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"30";"2019-07-13 00:00:00";"Segundo Semestre";"sábado";1;"22:00 - 0:00"
"2019-0067";1;2019-08-14 00:00:00,000;2019;"8";14;1899-12-30 15:00:00,000;"CASTRO, EMILIO 4706";"CALLE";"CASTRO, EMILIO";"-58.49101637";"-34.64276621";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"35";"2019-08-14 00:00:00";"Segundo Semestre";"miércoles";10;"14:00 - 16:00"
"2019-0068";1;2019-08-14 00:00:00,000;2019;"8";14;1899-12-30 17:40:00,000;"27 DE FEBRERO AV. 5600";"AVENIDA";"27 DE FEBRERO AV.";"-58.42493829";"-34.66256502";"Tarde";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"53";"2019-08-14 00:00:00";"Segundo Semestre";"miércoles";8;"16:00 - 18:00"
"2019-0070";1;2019-08-22 00:00:00,000;2019;"8";22;1899-12-30 12:30:00,000;"SCALABRINI ORTIZ, RAUL AV. y GORRITI";"AVENIDA";"SCALABRINI ORTIZ, RAUL AV.";"-58.42686680";"-34.59217875";"Tarde";"Homicidio";"MOTO-BICICLETA";"MOTO";"BICICLETA";"CONDUCTOR";"MASCULINO";"25";"2019-08-22 00:00:00";"Segundo Semestre";"jueves";14;"12:00 - 14:00"
"2019-0074";1;2019-08-29 00:00:00,000;2019;"8";29;1899-12-30 09:00:00,000;"LUGONES, LEOPOLDO AV. Y PAZ, GRAL. AV.";"AUTOPISTA";"LUGONES, LEOPOLDO AV.";"-58.46514781";"-34.53465378";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"35";"2019-08-29 00:00:00";"Segundo Semestre";"jueves";13;"8:00 - 10:00"
"2019-0075";1;2019-08-30 00:00:00,000;2019;"8";30;1899-12-30 23:20:00,000;"SAN ANTONIO Y LUJAN";"CALLE";"SAN ANTONIO";"-58.37571078";"-34.65584079";"Noche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"31";"2019-08-30 00:00:00";"Segundo Semestre";"viernes";4;"22:00 - 0:00"
"2019-0079";1;2019-09-17 00:00:00,000;2019;"9";17;1899-12-30 05:30:00,000;"AGRELO Y COLOMBRES";"CALLE";"AGRELO";"-58.41822901";"-34.61866836";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"57";"2019-09-17 00:00:00";"Segundo Semestre";"martes";5;"4:00 - 6:00"
"2019-0086";1;2019-10-15 00:00:00,000;2019;"10";15;1899-12-30 14:10:00,000;"CORRIENTES AV. 6700";"AVENIDA";"CORRIENTES AV.";"-58.45283186";"-34.58841560";"Tarde";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"29";"2019-10-15 00:00:00";"Segundo Semestre";"martes";15;"14:00 - 16:00"
"2019-0087";1;2019-10-21 00:00:00,000;2019;"10";21;1899-12-30 21:00:00,000;"ALVAREZ THOMAS AV. Y MENDOZA";"AVENIDA";"ALVAREZ THOMAS AV.";"-58.47973681";"-34.57418656";"Noche";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"41";"2019-10-21 00:00:00";"Segundo Semestre";"lunes";12;"20:00 - 22:00"
"2019-0095";1;2019-11-20 00:00:00,000;2019;"11";20;1899-12-30 15:30:00,000;"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI ALTURA CASEROS AV.";"AUTOPISTA";"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI";"-58.37864583";"-34.62907067";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"SD";"2019-11-20 00:00:00";"Segundo Semestre";"miércoles";1;"14:00 - 16:00"
"2019-0101";1;2019-12-17 00:00:00,000;2019;"12";17;1899-12-30 04:20:00,000;"MORENO, PERITO AV. Y TILCARA AV.";"AVENIDA";"MORENO, PERITO AV.";"-58.42102679";"-34.64991178";"Trasnoche";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"25";"2019-12-17 00:00:00";"Segundo Semestre";"martes";4;"4:00 - 6:00"
"2020-0002";1;2020-01-05 00:00:00,000;2020;"1";5;1899-12-30 20:00:00,000;"SARAZA Y VARELA AV.";"AVENIDA";"SARAZA";"-58.45019436";"-34.64646409";"Noche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"36";"2020-01-07 00:00:00";"Primer Semestre";"domingo";7;"20:00 - 22:00"
"2020-0005";1;2020-01-14 00:00:00,000;2020;"1";14;1899-12-30 06:00:00,000;"24 DE NOVIEMBRE Y SAN JUAN AV.";"AVENIDA";"24 DE NOVIEMBRE";"-58.41036975";"-34.62477021";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"25";"2020-02-10 00:00:00";"Primer Semestre";"martes";3;"6:00 - 8:00"
"2020-0006";1;2020-01-20 00:00:00,000;2020;"1";20;1899-12-30 12:55:00,000;"LAFUENTE AV. 2250";"AVENIDA";"LAFUENTE AV.";"-58.44925765";"-34.65412546";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"23";"2020-01-20 00:00:00";"Primer Semestre";"lunes";8;"12:00 - 14:00"
"2020-0008";1;2020-01-30 00:00:00,000;2020;"1";30;1899-12-30 07:10:00,000;"CORDOBA AV. Y JEAN JAURES";"AVENIDA";"CORDOBA AV.";"-58.40662899";"-34.59804521";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"49";"2020-01-30 00:00:00";"Primer Semestre";"jueves";2;"6:00 - 8:00"
"2020-0010";1;2020-02-08 00:00:00,000;2020;"2";8;1899-12-30 05:45:00,000;"9 DE JULIO AV. Y SAN JUAN AV.";"AVENIDA";"9 DE JULIO AV.";"-58.38099833";"-34.62214953";"Trasnoche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"SD";"2020-02-08 00:00:00";"Primer Semestre";"sábado";1;"4:00 - 6:00"
"2020-0011";1;2020-02-12 00:00:00,000;2020;"2";12;1899-12-30 11:29:00,000;"COLOMBRES 466";"CALLE";"COLOMBRES";"-58.41803309";"-34.61823178";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"31";"2020-02-12 00:00:00";"Primer Semestre";"miércoles";5;"10:00 - 12:00"
"2020-0014";1;2020-02-27 00:00:00,000;2020;"2";27;1899-12-30 02:14:00,000;"BERMUDEZ Y NOGOYA";"CALLE";"BERMUDEZ";"-58.51398484";"-34.61600366";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"SD";"2020-02-27 00:00:00";"Primer Semestre";"jueves";11;"2:00 - 4:00"
"2020-0015";1;2020-02-28 00:00:00,000;2020;"2";28;1899-12-30 14:30:00,000;"BRASIL AV. Y PASEO COLON AV.";"AVENIDA";"BRASIL AV.";"-58.36797542";"-34.62519403";"Tarde";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"29";"2020-02-28 00:00:00";"Primer Semestre";"viernes";1;"14:00 - 16:00"
"2020-0018";1;2020-03-09 00:00:00,000;2020;"3";9;1899-12-30 14:00:00,000;"UDAONDO, GUILLERMO AV. 901";"AVENIDA";"UDAONDO, GUILLERMO AV.";"-58.44903073";"-34.54200276";"Tarde";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"31";"2020-03-09 00:00:00";"Primer Semestre";"lunes";13;"14:00 - 16:00"
"2020-0030";1;2020-06-16 00:00:00,000;2020;"6";16;1899-12-30 15:00:00,000;"SAN MARTIN AV. 1550";"AVENIDA";"SAN MARTIN AV.";"-58.45158942";"-34.60646580";"Tarde";"Homicidio";"MULTIPLE";"MOTO";"MULTIPLE";"CONDUCTOR";"MASCULINO";"40";"2020-06-16 00:00:00";"Primer Semestre";"martes";6;"14:00 - 16:00"
"2020-0031";1;2020-06-30 00:00:00,000;2020;"6";30;1899-12-30 08:00:00,000;"GARZON, EUGENIO, GRAL. AV. y LARRAYA";"AVENIDA";"GARZON, EUGENIO, GRAL. AV.";"-58.49344309";"-34.65788529";"Mañana";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"29";"2020-06-30 00:00:00";"Primer Semestre";"martes";9;"8:00 - 10:00"
"2020-0035";1;2020-08-04 00:00:00,000;2020;"8";4;1899-12-30 05:30:00,000;"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.";"AUTOPISTA";"AUTOPISTA 25 DE MAYO";"-58.45068621";"-34.63638927";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"40";"2020-08-04 00:00:00";"Segundo Semestre";"martes";7;"4:00 - 6:00"
"2020-0041";1;2020-09-28 00:00:00,000;2020;"9";28;1899-12-30 01:45:00,000;"CURAPALIGUE Y PERON, EVA AV.";"AVENIDA";"CURAPALIGUE";"-58.44750470";"-34.63491705";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"34";"2020-09-28 00:00:00";"Segundo Semestre";"lunes";7;"0:00 - 2:00"
"2020-0046";1;2020-10-27 00:00:00,000;2020;"10";27;1899-12-30 21:00:00,000;"NAZCA AV. Y CARRANZA, ADOLFO P.";"AVENIDA";"NAZCA AV.";"-58.48440160";"-34.60776782";"Noche";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"41";"2020-10-27 00:00:00";"Segundo Semestre";"martes";11;"20:00 - 22:00"
"2020-0048";1;2020-10-29 00:00:00,000;2020;"10";29;1899-12-30 20:20:00,000;"DORREGO AV. 614";"AVENIDA";"DORREGO AV.";"-58.44958780";"-34.59322448";"Noche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"41";"2020-10-29 00:00:00";"Segundo Semestre";"jueves";15;"20:00 - 22:00"
"2020-0061";1;2020-12-03 00:00:00,000;2020;"12";3;1899-12-30 14:40:00,000;"CANTILO, INT. Y UDAONDO, GUILLERMO AV.";"AUTOPISTA";"CANTILO, INT.";"-58.44927253";"-34.54048625";"Tarde";"Homicidio";"MOTO-CARGAS";"MOTO";"CARGAS";"CONDUCTOR";"MASCULINO";"45";"2020-12-04 00:00:00";"Segundo Semestre";"jueves";13;"14:00 - 16:00"
"2020-0066";1;2020-12-07 00:00:00,000;2020;"12";7;1899-12-30 04:30:00,000;"AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO";"AUTOPISTA";"AUTOPISTA PERITO MORENO";"-58.50178784";"-34.63593897";"Trasnoche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"27";"2020-12-07 00:00:00";"Segundo Semestre";"lunes";10;"4:00 - 6:00"
"2020-0073";1;2020-12-20 00:00:00,000;2020;"12";20;1899-12-30 07:40:00,000;"27 DE FEBRERO AV. Y ESCALADA AV.";"AVENIDA";"27 DE FEBRERO AV.";"-58.44451316";"-34.68475866";"Mañana";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"56";"2020-12-20 00:00:00";"Segundo Semestre";"domingo";8;"6:00 - 8:00"
"2020-0079";1;2020-12-27 00:00:00,000;2020;"12";27;1899-12-30 04:15:00,000;"PAZ, GRAL. AV. Y ACCESO NORTE - PANAMERICANA";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.49332664";"-34.54836855";"Trasnoche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"28";"2020-12-27 00:00:00";"Segundo Semestre";"domingo";12;"4:00 - 6:00"
"2021-0003";1;2021-01-10 00:00:00,000;2021;"1";10;1899-12-30 07:40:00,000;"AU 25 DE MAYO KM. 3,7";"AUTOPISTA";"AUTOPISTA 25 DE MAYO";"-58.43052224";"-34.62941648";"Mañana";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"27";"2021-01-10 00:00:00";"Primer Semestre";"domingo";7;"6:00 - 8:00"
"2021-0007";1;2021-01-18 00:00:00,000;2021;"1";18;1899-12-30 10:00:00,000;"DE LOS CONSTITUYENTES AV. Y GIRIBONE";"AVENIDA";"DE LOS CONSTITUYENTES AV.";"-58.48744301";"-34.58622275";"Mañana";"Homicidio";"MOTO-MOTO";"MOTO";"MOTO";"CONDUCTOR";"MASCULINO";"84";"2021-01-26 00:00:00";"Primer Semestre";"lunes";15;"10:00 - 12:00"
"2021-0009";1;2021-01-23 00:00:00,000;2021;"1";23;1899-12-30 05:30:00,000;"PAYSANDU Y GAONA";"AVENIDA";"PAYSANDU";"-58.45351111";"-34.61134937";"Trasnoche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"31";"2021-01-23 00:00:00";"Primer Semestre";"sábado";6;"4:00 - 6:00"
"2021-0013";1;2021-01-31 00:00:00,000;2021;"1";31;1899-12-30 06:10:00,000;"FALCON, RAMON L., CNEL. Y OLIVERA AV.";"AVENIDA";"FALCON, RAMON L.,CNEL.";"-58.48727942";"-34.63652467";"Mañana";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"41";"2021-01-31 00:00:00";"Primer Semestre";"domingo";10;"6:00 - 8:00"
"2021-0015";1;2021-02-06 00:00:00,000;2021;"2";6;1899-12-30 03:05:00,000;"SAN MARTIN AV. Y TINOGASTA";"AVENIDA";"SAN MARTIN AV.";"-58.49018543";"-34.59724990";"Trasnoche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"26";"2021-02-06 00:00:00";"Primer Semestre";"sábado";15;"2:00 - 4:00"
"2021-0017";1;2021-02-17 00:00:00,000;2021;"2";17;1899-12-30 04:10:00,000;"SALTA Y CASEROS AV.";"AVENIDA";"SALTA";"-58.38262614";"-34.63168269";"Trasnoche";"Homicidio";"MOTO-PASAJEROS";"MOTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"33";"2021-02-17 00:00:00";"Primer Semestre";"miércoles";1;"4:00 - 6:00"
"2021-0019";1;2021-02-21 00:00:00,000;2021;"2";21;1899-12-30 01:20:00,000;"TRIUNVIRATO AV. Y LARRALDE, CRISOLOGO AV.";"AVENIDA";"TRIUNVIRATO AV.";"-58.49659234";"-34.56353635";"Trasnoche";"Homicidio";"MOTO-OBJETO FIJO";"MOTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"30";"2021-02-21 00:00:00";"Primer Semestre";"domingo";12;"0:00 - 2:00"
