ID;N_VICTIMAS;FECHA;AAAA;MES;DIA;HORA;LUGAR_DEL_HECHO;TIPO_DE_CALLE;Calle;pos x;pos y;Rango Horario;Tipo de Incidente;PARTICIPANTES;VICTIMA;ACUSADO;ROL_VICTIMA;SEXO_VICTIMA;EDAD_VICTIMA;FECHA_FALLECIMIENTO;Semestre;DiaDeLaSemana;COMUNA;Rango Horario Asignado
"2019-0081";1;2019-09-23 00:00:00,000;2019;"9";23;1899-12-30 16:00:00,000;"ELCANO AV. 4300";"AVENIDA";"ELCANO AV.";"-58.46141281";"-34.58623761";"Tarde";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"67";"2019-10-07 00:00:00";"Segundo Semestre";"lunes";15;"16:00 - 18:00"
"2019-0088";1;2019-10-22 00:00:00,000;2019;"10";22;1899-12-30 20:00:00,000;"ALCORTA, AMANCIO AV. Y BONAVENA, OSCAR NATALIO";"AVENIDA";"ALCORTA, AMANCIO AV.";"-58.40623949";"-34.65076549";"Noche";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"27";"2019-10-22 00:00:00";"Segundo Semestre";"martes";4;"20:00 - 22:00"
"2019-0091";1;2019-11-01 00:00:00,000;2019;"11";1;1899-12-30 20:50:00,000;"JUSTO, JUAN B. AV. Y CAMARGO";"AVENIDA";"JUSTO, JUAN B. AV.";"-58.44551437";"-34.59559816";"Noche";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"35";"2019-11-01 00:00:00";"Segundo Semestre";"viernes";15;"20:00 - 22:00"
"2019-0096";1;2019-11-22 00:00:00,000;2019;"11";22;1899-12-30 19:33:00,000;"CASEROS AV. Y PIEDRAS";"AVENIDA";"CASEROS AV.";"-58.37560352";"-34.62726382";"Noche";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"73";"2019-11-22 00:00:00";"Segundo Semestre";"viernes";1;"18:00 - 20:00"
"2020-0004";1;2020-01-14 00:00:00,000;2020;"1";14;1899-12-30 21:40:00,000;"RODRIGUEZ PEÑA Y RIVADAVIA AV.";"AVENIDA";"RODRIGUEZ PE?A";"-58.39055614";"-34.60919284";"Noche";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"82";"2020-01-15 00:00:00";"Primer Semestre";"martes";1;"20:00 - 22:00"
"2020-0016";1;2020-02-29 00:00:00,000;2020;"2";29;1899-12-30 13:00:00,000;"ALEM,LEANDRO N. AV. 770";"AVENIDA";"ALEM, LEANDRO N. AV.";"-58.37133616";"-34.59879316";"Tarde";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"68";"2020-03-09 00:00:00";"Primer Semestre";"sábado";1;"12:00 - 14:00"
"2020-0028";1;2020-05-19 00:00:00,000;2020;"5";19;1899-12-30 10:00:00,000;"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.";"AVENIDA";"SCALABRINI ORTIZ, RAUL AV.";"-58.44248936";"-34.60221948";"Mañana";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"91";"2020-05-23 00:00:00";"Primer Semestre";"martes";15;"10:00 - 12:00"
"2020-0042";1;2020-09-29 00:00:00,000;2020;"9";29;1899-12-30 17:10:00,000;"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.";"AVENIDA";"DIAZ, ANA";"-58.46745752";"-34.68192648";"Tarde";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"FEMENINO";"53";"2020-09-29 00:00:00";"Segundo Semestre";"martes";8;"16:00 - 18:00"
"2020-0043";1;2020-09-30 00:00:00,000;2020;"9";30;1899-12-30 17:20:00,000;"ALEM, LEANDRO N. AV. Y PARAGUAY";"AVENIDA";"ALEM, LEANDRO N. AV.";"-58.37202621";"-34.59717942";"Tarde";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"64";"2020-09-30 00:00:00";"Segundo Semestre";"miércoles";1;"16:00 - 18:00"
"2020-0067";1;2020-12-11 00:00:00,000;2020;"12";11;1899-12-30 22:00:00,000;"SAENZ AV. Y BEAZLEY";"AVENIDA";"SAENZ AV.";"-58.41657793";"-34.65476216";"Noche";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"51";"2020-12-11 00:00:00";"Segundo Semestre";"viernes";4;"22:00 - 0:00"
"2020-0070";1;2020-12-17 00:00:00,000;2020;"12";17;1899-12-30 15:35:00,000;"CALLAO AV. Y LAS HERAS, GENERAL";"AVENIDA";"CALLAO AV.";"-58.39189441";"-34.59176378";"Tarde";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"FEMENINO";"81";"2020-12-22 00:00:00";"Segundo Semestre";"jueves";2;"14:00 - 16:00"
"2020-0075";1;2020-12-23 00:00:00,000;2020;"12";23;1899-12-30 14:00:00,000;"CORRIENTES AV. Y 9 DE JULIO AV.";"AVENIDA";"CORRIENTES AV.";"-58.38220928";"-34.60373898";"Tarde";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"23";"2020-12-23 00:00:00";"Segundo Semestre";"miércoles";1;"14:00 - 16:00"
"2021-0008";1;2021-01-22 00:00:00,000;2021;"1";22;1899-12-30 23:30:00,000;"SAENZ AV. Y RABANAL, FRANCISCO, INTENDENTE AV.";"AVENIDA";"SAENZ AV.";"-58.41657793";"-34.65476216";"Noche";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"28";"2021-01-22 00:00:00";"Primer Semestre";"viernes";4;"22:00 - 0:00"
"2021-0028";1;2021-03-29 00:00:00,000;2021;"3";29;1899-12-30 17:20:00,000;"COREA AV. y TORRES Y TENORIO, PRES";"AVENIDA";"COREA AV.";"-58.44147621";"-34.64357704";"Tarde";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"SD";"2021-03-29 00:00:00";"Primer Semestre";"lunes";7;"16:00 - 18:00"
"2021-0037";1;2021-05-11 00:00:00,000;2021;"5";11;1899-12-30 07:10:00,000;"MONROE Y BALBIN, RICARDO, DR. AV.";"AVENIDA";"MONROE";"-58.46649069";"-34.56219075";"Mañana";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"FEMENINO";"58";"2021-05-11 00:00:00";"Primer Semestre";"martes";13;"6:00 - 8:00"
"2021-0041";1;2021-05-20 00:00:00,000;2021;"5";20;1899-12-30 08:30:00,000;"DEL LIBERTADOR AV. Y CASARES AV.";"AVENIDA";"DEL LIBERTADOR AV.";"-58.40986646";"-34.57728060";"Mañana";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"75";"2021-05-20 00:00:00";"Primer Semestre";"jueves";14;"8:00 - 10:00"
"2021-0042";1;2021-05-21 00:00:00,000;2021;"5";21;1899-12-30 05:00:00,000;"RIVADAVIA AV. 10900";"AVENIDA";"RIVADAVIA AV.";"-58.51739138";"-34.63931792";"Trasnoche";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"39";"2021-05-21 00:00:00";"Primer Semestre";"viernes";9;"4:00 - 6:00"
"2021-0060";1;2021-07-22 00:00:00,000;2021;"7";22;1899-12-30 12:30:00,000;"SALGUERO, JERONIMO Y RIVADAVIA AV.";"AVENIDA";"SALGUERO, JERONIMO";"-58.41971993";"-34.61112240";"Tarde";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"FEMENINO";"80";"2021-07-22 00:00:00";"Segundo Semestre";"jueves";5;"12:00 - 14:00"
"2021-0065";1;2021-08-06 00:00:00,000;2021;"8";6;1899-12-30 08:30:00,000;"Av. SAN JUAN Y AV. LA PLATA";"AVENIDA";"SAN JUAN AV.";"-58.42675754";"-34.62699730";"Mañana";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"FEMENINO";"63";"2021-08-10 00:00:00";"Segundo Semestre";"viernes";6;"8:00 - 10:00"
"2021-0066";1;2021-08-06 00:00:00,000;2021;"8";6;1899-12-30 20:00:00,000;"Av. LOPE DE VEGA Y AV. GRAL. PAZ";"AVENIDA";"LOPE DE VEGA AV.";"-58.52933723";"-34.61098186";"Noche";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"59";"2021-08-09 00:00:00";"Segundo Semestre";"viernes";11;"20:00 - 22:00"
"2021-0086";1;2021-11-25 00:00:00,000;2021;"11";25;1899-12-30 10:10:00,000;"RIVADAVIA AV. Y PUAN";"AVENIDA";"RIVADAVIA AV.";"-58.44864864";"-34.62352826";"Mañana";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"75";"2021-11-25 00:00:00";"Segundo Semestre";"jueves";6;"10:00 - 12:00"
"2021-0090";1;2021-12-10 00:00:00,000;2021;"12";10;1899-12-30 11:45:00,000;"AV. 9 DE JULIO Y LAVALLE";"AVENIDA";"9 DE JULIO AV.";"-58.38188582";"-34.60256036";"Mañana";"Homicidio";"PEATON-PASAJEROS";"PEATON";"PASAJEROS";"PEATON";"MASCULINO";"73";"2022-01-03 00:00:00";"Segundo Semestre";"viernes";1;"10:00 - 12:00"
"2016-0002";1;2016-01-02 00:00:00,000;2016;"1";2;1899-12-30 01:15:00,000;"AV GRAL PAZ  Y AV DE LOS CORRALES";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.50877521";"-34.66977709";"Trasnoche";"Homicidio";"AUTO-PASAJEROS";"AUTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"70";"2016-01-02 00:00:00";"Primer Semestre";"sábado";9;"0:00 - 2:00"
"2016-0021";1;2016-02-17 00:00:00,000;2016;"2";17;1899-12-30 23:35:00,000;"AV DIRECTORIO Y CURAPALIGUE";"AVENIDA";"DIRECTORIO AV.";"-58.45157703";"-34.63063795";"Noche";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"34";"2016-02-17 00:00:00";"Primer Semestre";"miércoles";7;"22:00 - 0:00"
"2016-0025";1;2016-02-28 00:00:00,000;2016;"2";28;1899-12-30 04:50:00,000;"AV GRAL PAZ Y AV 27 DE FEBRERO";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.46244952";"-34.70524971";"Trasnoche";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"PASAJERO_ACOMPAÑANTE";"MASCULINO";"34";"2016-02-28 00:00:00";"Primer Semestre";"domingo";8;"4:00 - 6:00"
"2016-0026";1;2016-02-28 00:00:00,000;2016;"2";28;1899-12-30 07:30:00,000;"HOLMBERG Y VEDIA";"CALLE";"HOLMBERG";"-58.49216191";"-34.54738649";"Mañana";"Homicidio";"AUTO-OBJETO FIJO";"AUTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"30";"2016-03-04 00:00:00";"Primer Semestre";"domingo";12;"6:00 - 8:00"
"2016-0027";1;2016-02-28 00:00:00,000;2016;"2";28;1899-12-30 09:35:00,000;"CURAPALIGUE Y AVELINO DIAZ";"AVENIDA";"CURAPALIGUE AV.";"-58.44497874";"-34.63852623";"Mañana";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"PASAJERO_ACOMPAÑANTE";"MASCULINO";"34";"SD";"Primer Semestre";"domingo";7;"8:00 - 10:00"
"2016-0069";1;2016-05-23 00:00:00,000;2016;"5";23;1899-12-30 03:30:00,000;"AV ENTRE RIOS Y PASAJE FILIBERTO";"AVENIDA";"ENTRE RIOS AV.";"-58.39118948";"-34.62704273";"Trasnoche";"Homicidio";"AUTO-CARGAS";"AUTO";"CARGAS";"CONDUCTOR";"MASCULINO";"30";"2016-05-23 00:00:00";"Primer Semestre";"lunes";3;"2:00 - 4:00"
"2016-0074";1;2016-06-12 00:00:00,000;2016;"6";12;1899-12-30 06:40:00,000;"AV GRAL PAZ Y RODOLFO SCAPINO";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.49896559";"-34.67732118";"Mañana";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"60";"SD";"Primer Semestre";"domingo";8;"6:00 - 8:00"
"2016-0079";1;2016-06-16 00:00:00,000;2016;"6";16;1899-12-30 17:13:00,000;"AV DEL LIBERTADOR Y AV GUILLERMO UDAONDO";"AVENIDA";"DEL LIBERTADOR AV.";"-58.45504154";"-34.54864492";"Tarde";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"FEMENINO";"51";"SD";"Primer Semestre";"jueves";13;"16:00 - 18:00"
"2016-0080";1;2016-06-18 00:00:00,000;2016;"6";18;1899-12-30 06:42:00,000;"AV GRAL PAZ Y AV RIVADAVIA";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.52927982";"-34.63931752";"Mañana";"Homicidio";"AUTO-SD";"AUTO";"SD";"CONDUCTOR";"MASCULINO";"60";"SD";"Primer Semestre";"sábado";9;"6:00 - 8:00"
"2016-0093";1;2016-07-17 00:00:00,000;2016;"7";17;1899-12-30 03:30:00,000;"AV JUAN B ALBERDI Y EMILIO MITRE";"AVENIDA";"ALBERDI, JUAN BAUTISTA AV.";"-58.44362126";"-34.62301748";"Trasnoche";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"35";"2016-07-19 00:00:00";"Segundo Semestre";"domingo";6;"2:00 - 4:00"
"2016-0109";1;2016-08-24 00:00:00,000;2016;"8";24;1899-12-30 05:45:00,000;"AUTOPISTA PERITO MORENO Y BARRAGAN";"AUTOPISTA";"AUTOPISTA PERITO MORENO";"-58.52280139";"-34.63659934";"Trasnoche";"Homicidio";"AUTO-OBJETO FIJO";"AUTO";"OBJETO FIJO";"CONDUCTOR";"FEMENINO";"53";"2016-08-24 00:00:00";"Segundo Semestre";"miércoles";9;"4:00 - 6:00"
"2016-0117";1;2016-09-03 00:00:00,000;2016;"9";3;1899-12-30 15:30:00,000;"AV DEL LIBERTADOR Y TAGLE";"AVENIDA";"DEL LIBERTADOR AV.";"-58.39936478";"-34.58271474";"Tarde";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"43";"SD";"Segundo Semestre";"sábado";14;"14:00 - 16:00"
"2016-0118";1;2016-09-04 00:00:00,000;2016;"9";4;1899-12-30 03:30:00,000;"AUTOPISTA 1 SUR PTE ARTURO FRONDIZI KM 2.9";"AUTOPISTA";"AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI";"-58.37936704";"-34.62694503";"Trasnoche";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"27";"2016-09-04 00:00:00";"Segundo Semestre";"domingo";1;"2:00 - 4:00"
"2016-0132";1;2016-10-10 00:00:00,000;2016;"10";10;1899-12-30 02:30:00,000;"AV SAN JUAN Y 24 DE NOVIEMBRE";"AVENIDA";"SAN JUAN AV.";"-58.41036975";"-34.62477021";"Trasnoche";"Homicidio";"AUTO-PASAJEROS";"AUTO";"PASAJEROS";"PASAJERO_ACOMPAÑANTE";"MASCULINO";"30";"2016-10-10 00:00:00";"Segundo Semestre";"lunes";3;"2:00 - 4:00"
"2016-0159";1;2016-12-04 00:00:00,000;2016;"12";4;1899-12-30 07:21:00,000;"AV 27 DE FEBRERO Y AV ESCALADA";"AVENIDA";"27 DE FEBRERO AV.";"-58.44451316";"-34.68475866";"Mañana";"Homicidio";"AUTO-SD";"AUTO";"SD";"CONDUCTOR";"MASCULINO";"23";"SD";"Segundo Semestre";"domingo";8;"6:00 - 8:00"
"2016-0164";1;2016-12-11 00:00:00,000;2016;"12";11;1899-12-30 06:16:00,000;"AV LA PLATA Y CNEL GREGORIO POMAR";"AVENIDA";"LA PLATA AV.";"-58.42323628";"-34.64119105";"Mañana";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"29";"SD";"Segundo Semestre";"domingo";4;"6:00 - 8:00"
"2017-0030";1;2017-03-07 00:00:00,000;2017;"3";7;1899-12-30 08:00:00,000;"MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE";"AVENIDA";"MOZART";"-58.47010988";"-34.65872088";"Mañana";"Homicidio";"AUTO-PASAJEROS";"AUTO";"PASAJEROS";"CONDUCTOR";"FEMENINO";"27";"2017-03-07 00:00:00";"Primer Semestre";"martes";9;"8:00 - 10:00"
"2017-0031";1;2017-03-11 00:00:00,000;2017;"3";11;1899-12-30 01:30:00,000;"24 DE NOVIEMBRE Y PAVON";"CALLE";"24 DE NOVIEMBRE";"-58.40997560";"-34.62873635";"Trasnoche";"Homicidio";"AUTO-OBJETO FIJO";"AUTO";"OBJETO FIJO";"PASAJERO_ACOMPAÑANTE";"MASCULINO";"70";"2017-03-11 00:00:00";"Primer Semestre";"sábado";3;"0:00 - 2:00"
"2017-0032";1;2017-03-12 00:00:00,000;2017;"3";12;1899-12-30 05:00:00,000;"AV. GRAL. PAZ Y PEDRO DE MENDOZA";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.48892175";"-34.68359163";"Trasnoche";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"PASAJERO_ACOMPAÑANTE";"FEMENINO";"40";"2017-03-12 00:00:00";"Primer Semestre";"domingo";8;"4:00 - 6:00"
"2017-0033";1;2017-03-12 00:00:00,000;2017;"3";12;1899-12-30 07:30:00,000;"AV. GRAL. PAZ KM. 10";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.52466448";"-34.60325478";"Mañana";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"28";"2017-03-12 00:00:00";"Primer Semestre";"domingo";11;"6:00 - 8:00"
"2017-0040";1;2017-04-03 00:00:00,000;2017;"4";3;1899-12-30 09:40:00,000;"CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES";"AVENIDA";"GUIRALDES, INT.";"-58.43834197";"-34.54560369";"Mañana";"Homicidio";"MULTIPLE";"AUTO";"MULTIPLE";"CONDUCTOR";"MASCULINO";"43";"2017-04-03 00:00:00";"Primer Semestre";"lunes";13;"8:00 - 10:00"
"2017-0055";1;2017-05-09 00:00:00,000;2017;"5";9;1899-12-30 08:30:00,000;"AV. DE LOS CONSTITUYENTES 4900";"AVENIDA";"DE LOS CONSTITUYENTES AV.";"-58.49563989";"-34.57962262";"Mañana";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"32";"2017-05-09 00:00:00";"Primer Semestre";"martes";12;"8:00 - 10:00"
"2017-0072";1;2017-06-03 00:00:00,000;2017;"6";3;1899-12-30 23:20:00,000;"AV. DE LOS CONSTITUYENTES Y VALLEJOS";"AVENIDA";"DE LOS CONSTITUYENTES AV.";"-58.49175088";"-34.58226957";"Noche";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"25";"2017-06-03 00:00:00";"Primer Semestre";"sábado";12;"22:00 - 0:00"
"2017-0114";1;2017-09-15 00:00:00,000;2017;"9";15;1899-12-30 02:30:00,000;"AV. ALVEAR Y AV. DEL LIBERTADOR";"AVENIDA";"ALVEAR AV.";"-58.39100580";"-34.58498660";"Trasnoche";"Homicidio";"AUTO-OBJETO FIJO";"AUTO";"OBJETO FIJO";"CONDUCTOR";"MASCULINO";"26";"2017-09-15 00:00:00";"Segundo Semestre";"viernes";2;"2:00 - 4:00"
"2017-0130";1;2017-10-27 00:00:00,000;2017;"10";27;1899-12-30 05:30:00,000;"CHORROARIN Y AV. SAN MARTIN";"AVENIDA";"CHORROARIN";"-58.47883099";"-34.59967065";"Trasnoche";"Homicidio";"AUTO-CARGAS";"AUTO";"CARGAS";"CONDUCTOR";"MASCULINO";"23";"2017-10-27 00:00:00";"Segundo Semestre";"viernes";15;"4:00 - 6:00"
"2017-0139";1;2017-11-19 00:00:00,000;2017;"11";19;1899-12-30 22:30:00,000;"AV. CNEL. ROCA Y AV. ESCALADA";"AVENIDA";"ROCA, CNEL. AV.";"-58.45064148";"-34.68003614";"Noche";"Homicidio";"AUTO-OBJETO FIJO";"AUTO";"OBJETO FIJO";"PASAJERO_ACOMPAÑANTE";"FEMENINO";"15";"2017-11-19 00:00:00";"Segundo Semestre";"domingo";8;"22:00 - 0:00"
"2017-0143";1;2017-11-25 00:00:00,000;2017;"11";25;1899-12-30 21:45:00,000;"TRELLES Y GRAL. CESAR DIAZ";"CALLE";"TRELLES, MANUEL R.";"-58.46442001";"-34.60724519";"Noche";"Homicidio";"AUTO-PASAJEROS";"AUTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"50";"2017-11-25 00:00:00";"Segundo Semestre";"sábado";11;"20:00 - 22:00"
"2017-0144";1;2017-11-26 00:00:00,000;2017;"11";26;1899-12-30 06:45:00,000;"AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ";"GRAL PAZ";"ROCA, CNEL. AV.";"-58.47064556";"-34.69843756";"Mañana";"Homicidio";"AUTO-OBJETO FIJO";"AUTO";"OBJETO FIJO";"PASAJERO_ACOMPAÑANTE";"FEMENINO";"50";"2017-11-26 00:00:00";"Segundo Semestre";"domingo";8;"6:00 - 8:00"
"2017-0157";1;2017-12-17 00:00:00,000;2017;"12";17;1899-12-30 09:02:00,000;"AV. GRAL. PAZ Y HUMAITA";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.52866211";"-34.64597065";"Mañana";"Homicidio";"AUTO-PASAJEROS";"AUTO";"PASAJEROS";"CONDUCTOR";"MASCULINO";"53";"2017-12-17 00:00:00";"Segundo Semestre";"domingo";9;"8:00 - 10:00"
"2018-0007";1;2018-01-11 00:00:00,000;2018;"1";11;1899-12-30 02:30:00,000;"AU Perito Moreno  KM 0.6";"AUTOPISTA";"AUTOPISTA PERITO MORENO";"-58.52502765";"-34.63601265";"Trasnoche";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"46";"2018-01-11 00:00:00";"Primer Semestre";"jueves";9;"2:00 - 4:00"
"2018-0045";1;2018-04-30 00:00:00,000;2018;"4";30;1899-12-30 07:00:00,000;"Alvarez Thomas Av. 879";"AVENIDA";"ALVAREZ THOMAS AV.";"-58.45448963";"-34.57916920";"Mañana";"Homicidio";"AUTO-CARGAS";"AUTO";"CARGAS";"CONDUCTOR";"MASCULINO";"60";"2018-04-30 00:00:00";"Primer Semestre";"lunes";13;"6:00 - 8:00"
"2018-0064";1;2018-06-25 00:00:00,000;2018;"6";25;1899-12-30 01:15:00,000;"Varela Av. y Primera Junta";"AVENIDA";"VARELA AV.";"-58.45855262";"-34.63953253";"Trasnoche";"Homicidio";"AUTO-CARGAS";"AUTO";"CARGAS";"CONDUCTOR";"MASCULINO";"30";"2018-06-25 00:00:00";"Primer Semestre";"lunes";7;"0:00 - 2:00"
"2018-0074";1;2018-07-14 00:00:00,000;2018;"7";14;1899-12-30 06:04:00,000;"AV. JUAN B. ALBERDI 2968";"AVENIDA";"ALBERDI, JUAN BAUTISTA AV.";"-58.46941984";"-34.63376545";"Mañana";"Homicidio";"AUTO-CARGAS";"AUTO";"CARGAS";"CONDUCTOR";"MASCULINO";"25";"2018-07-14 00:00:00";"Segundo Semestre";"sábado";7;"6:00 - 8:00"
"2018-0076";1;2018-07-16 00:00:00,000;2018;"7";16;1899-12-30 09:30:00,000;"Chavez, Jorge y Paz, Gral. Av.";"CALLE";"CHAVEZ, JORGE";"-58.52932872";"-34.65014993";"Mañana";"Homicidio";"AUTO-CARGAS";"AUTO";"CARGAS";"CONDUCTOR";"MASCULINO";"73";"2018-07-16 00:00:00";"Segundo Semestre";"lunes";9;"8:00 - 10:00"
"2018-0077";1;2018-07-16 00:00:00,000;2018;"7";16;1899-12-30 23:15:00,000;"Urquiza, Gral. y Estados Unidos";"CALLE";"URQUIZA, GRAL.";"-58.40917826";"-34.62126274";"Noche";"Homicidio";"AUTO-CARGAS";"AUTO";"CARGAS";"CONDUCTOR";"MASCULINO";"58";"2018-07-17 00:00:00";"Segundo Semestre";"lunes";3;"22:00 - 0:00"
"2018-0091";1;2018-08-19 00:00:00,000;2018;"8";19;1899-12-30 18:47:00,000;"AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA";"AUTOPISTA";"AUTOPISTA PERITO MORENO";"-58.52280139";"-34.63659934";"Noche";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"PASAJERO_ACOMPAÑANTE";"FEMENINO";"23";"2018-08-19 00:00:00";"Segundo Semestre";"domingo";9;"18:00 - 20:00"
"2018-0095";1;2018-08-26 00:00:00,000;2018;"8";26;1899-12-30 00:59:00,000;"Lacarra Av. y Dellepiane, Luis, Tte. Gral.";"AVENIDA";"LACARRA AV.";"-58.46739825";"-34.65117757";"Trasnoche";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"PASAJERO_ACOMPAÑANTE";"FEMENINO";"49";"2018-08-26 00:00:00";"Segundo Semestre";"domingo";9;"0:00 - 2:00"
"2018-0097";1;2018-09-02 00:00:00,000;2018;"9";2;1899-12-30 10:50:00,000;"Av. Varela y Av. Int. Francisco Rabanal";"AVENIDA";"VARELA AV.";"-58.43254025";"-34.66128115";"Mañana";"Homicidio";"AUTO-MOVIL";"AUTO";"OTRO";"CONDUCTOR";"FEMENINO";"35";"2018-09-02 00:00:00";"Segundo Semestre";"domingo";8;"10:00 - 12:00"
"2018-0101";1;2018-09-21 00:00:00,000;2018;"9";21;1899-12-30 00:15:00,000;"Paz, Gral. Av. y Zapiola";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.48098594";"-34.54073130";"Trasnoche";"Homicidio";"MULTIPLE";"AUTO";"MULTIPLE";"CONDUCTOR";"MASCULINO";"SD";"2018-09-21 00:00:00";"Segundo Semestre";"viernes";12;"0:00 - 2:00"
"2018-0122";1;2018-11-12 00:00:00,000;2018;"11";12;1899-12-30 01:00:00,000;"AU Dellepiane Luis Tte. Gral. y Larrazabal";"AUTOPISTA";"AUTOPISTA DELLEPIANE LUIS TTE. GRAL.";"-58.47743966";"-34.67233407";"Trasnoche";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"33";"2018-11-12 00:00:00";"Segundo Semestre";"lunes";8;"0:00 - 2:00"
"2018-0123";1;2018-11-12 00:00:00,000;2018;"11";12;1899-12-30 03:32:00,000;"Paz, Gral. Av. y Peron, Eva Av.";"GRAL PAZ";"PAZ, GRAL. AV.";"-58.50251790";"-34.67450313";"Trasnoche";"Homicidio";"AUTO-SD";"AUTO";"SD";"CONDUCTOR";"MASCULINO";"25";"2018-11-12 00:00:00";"Segundo Semestre";"lunes";9;"2:00 - 4:00"
"2018-0140";1;2018-12-22 00:00:00,000;2018;"12";22;1899-12-30 08:05:00,000;"Julieta Lanteri 1400";"CALLE";"LANTERI JULIETA";"-58.36004650";"-34.61381341";"Mañana";"Homicidio";"AUTO-AUTO";"AUTO";"AUTO";"CONDUCTOR";"MASCULINO";"78";"2018-12-22 00:00:00";"Segundo Semestre";"sábado";1;"8:00 - 10:00"
